Gender,Sexual orientation,Sexual orientation code,Response,Tag,left_wing_tolerance,right_wing_tolerance
Nonbinary,Gay/Lesbian,2,Animism + open to any possibility,Short explanation,22.2,11.1
Nonbinary,Bisexual,3,Druid,Unusual,77.8,11.1
Nonbinary,Queer/Questioning/Other,4,Eclectic Pagan,Unusual,33.3,0.0
Nonbinary,Gay/Lesbian,2,Episcopal,Normal,11.1,33.3
Nonbinary,Bisexual,3,Episcopal,Normal,77.8,66.7
Nonbinary,Queer/Questioning/Other,4,Existentialist/animist,Short explanation,88.9,22.2
Nonbinary,Queer/Questioning/Other,4,Greek/Roman gods,Unusual,55.6,22.2
Nonbinary,Queer/Questioning/Other,4,Hellenic Pagan,Unusual,44.4,22.2
Nonbinary,Queer/Questioning/Other,4,Hellenic Polytheist,Unusual,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Hellenistic Pagan,Unusual,44.4,22.2
Nonbinary,Queer/Questioning/Other,4,Hindu,Normal,0.0,11.1
Nonbinary,Queer/Questioning/Other,4,I think of god philosophically,Short explanation,44.4,11.1
Nonbinary,Queer/Questioning/Other,4,Its complicated,Other,55.6,55.6
Nonbinary,Gay/Lesbian,2,It’s complicated,Other,77.8,11.1
Nonbinary,Queer/Questioning/Other,4,Jewish Pantheist,Short explanation,66.7,55.6
Nonbinary,Bisexual,3,Jewish atheist,Short explanation,88.9,33.3
Nonbinary,Queer/Questioning/Other,4,Lokean,Unusual,55.6,0.0
Nonbinary,Gay/Lesbian,2,Lutheran,Normal,33.3,0.0
Nonbinary,Queer/Questioning/Other,4,Member of the satanic temple,Joke,33.3,0.0
Nonbinary,Queer/Questioning/Other,4,Mix of Christian and Buddhist,Short explanation,55.6,33.3
Nonbinary,Bisexual,3,New wave spiritual,Unusual,66.7,66.7
Nonbinary,Queer/Questioning/Other,4,Omnist,Unusual,44.4,11.1
Nonbinary,Queer/Questioning/Other,4,Omnist,Unusual,66.7,0.0
Nonbinary,Gay/Lesbian,2,Pagan,Unusual,44.4,33.3
Nonbinary,Gay/Lesbian,2,Pagan,Unusual,44.4,22.2
Nonbinary,Bisexual,3,Pagan,Unusual,22.2,22.2
Nonbinary,Bisexual,3,Pagan,Unusual,44.4,11.1
Nonbinary,Bisexual,3,Pagan,Unusual,22.2,11.1
Nonbinary,Bisexual,3,Pagan,Unusual,66.7,44.4
Nonbinary,Bisexual,3,Pagan,Unusual,44.4,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,100.0,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,55.6,33.3
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,33.3,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,33.3,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,55.6,11.1
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,55.6,22.2
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,66.7,66.7
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,66.7,22.2
Nonbinary,Queer/Questioning/Other,4,Pagan,Unusual,22.2,22.2
Nonbinary,Queer/Questioning/Other,4,Pagan/wiccan,Unusual,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Practicing witch,Joke,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Prefer Not To Answer,Other,66.7,66.7
Nonbinary,Bisexual,3,Presbyterian USA,Normal,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Quaker,Normal,77.8,0.0
Nonbinary,Bisexual,3,Raised Catholic and spiritual now,Short explanation,66.7,0.0
Nonbinary,Missing,99,Satan,Joke,33.3,55.6
Nonbinary,Queer/Questioning/Other,4,Satanist,Joke,77.8,0.0
Nonbinary,Queer/Questioning/Other,4,Satanist,Joke,55.6,22.2
Nonbinary,Queer/Questioning/Other,4,Satanist,Joke,22.2,44.4
Nonbinary,Queer/Questioning/Other,4,"Something but not an organized religion, spiritual and draw from Hinduism and Buddhism for sure",Long explanation,88.9,55.6
Nonbinary,Queer/Questioning/Other,4,Spaghetti Monster,Joke,0.0,66.7
Nonbinary,Gay/Lesbian,2,Spiritual,Normal,22.2,0.0
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,88.9,55.6
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,100.0,0.0
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,88.9,33.3
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,77.8,0.0
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,44.4,22.2
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,22.2,22.2
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,66.7,11.1
Nonbinary,Queer/Questioning/Other,4,Spiritual,Normal,44.4,0.0
Nonbinary,Queer/Questioning/Other,4,"Spiritual, not religious",Short explanation,44.4,33.3
Nonbinary,Queer/Questioning/Other,4,Spirituality,Normal,66.7,0.0
Nonbinary,Queer/Questioning/Other,4,Technoblade,Joke,88.9,44.4
Nonbinary,Queer/Questioning/Other,4,There's a God,Short explanation,100.0,100.0
Nonbinary,Bisexual,3,Unitarian Universalist,Normal,55.6,44.4
Nonbinary,Bisexual,3,Unsure,Other,55.6,33.3
Nonbinary,Bisexual,3,Wiccan,Unusual,22.2,11.1
Nonbinary,Queer/Questioning/Other,4,Zoroastrian,Normal,66.7,22.2
Nonbinary,Queer/Questioning/Other,4,complicated relationship with God,Short explanation,44.4,11.1
Nonbinary,Queer/Questioning/Other,4,culturally buddhist,Short explanation,66.7,22.2
Nonbinary,Queer/Questioning/Other,4,episcopalian christian,Normal,11.1,0.0
Nonbinary,Queer/Questioning/Other,4,ex-Roman Catholic,Short explanation,55.6,0.0
Nonbinary,Queer/Questioning/Other,4,i think its none of our business and i choose to not know what i think. I am ethnically jewish and follow some traditions,Long explanation,66.7,11.1
Nonbinary,Gay/Lesbian,2,pagan,Unusual,77.8,33.3
Nonbinary,Gay/Lesbian,2,quaker,Normal,66.7,0.0
Nonbinary,Gay/Lesbian,2,spiritual,Normal,88.9,0.0
Nonbinary,Bisexual,3,spiritual,Normal,55.6,0.0
Nonbinary,Queer/Questioning/Other,4,spiritual,Normal,22.2,0.0
Nonbinary,Bisexual,3,spiritual..? i believe in the Universe as a higher power rather than a God yk,Long explanation,44.4,11.1
Nonbinary,Queer/Questioning/Other,4,traditionalist,Other,44.4,55.6
Women,Missing,99,.,Other,22.2,11.1
Women,Queer/Questioning/Other,4,7th day Adventist Christian,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Adventist,Normal,33.3,44.4
Women,Straight (Heterosexual),1,Adventist,Normal,0.0,0.0
Women,Bisexual,3,Agnostic Atheist,Normal,66.7,33.3
Women,Queer/Questioning/Other,4,"Agnostic spiritually, Jewish culturally",Short explanation,100.0,100.0
Women,Bisexual,3,Agnostics do believe in a higher power,Short explanation,44.4,44.4
Women,Straight (Heterosexual),1,"All of the above, believe in every religion",Joke,100.0,100.0
Women,Straight (Heterosexual),1,Anabaptist,Normal,55.6,66.7
Women,Bisexual,3,And buddhist,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Animism,Unusual,33.3,0.0
Women,Straight (Heterosexual),1,Apostolic,Normal,0.0,66.7
Women,Straight (Heterosexual),1,Apostolic,Normal,0.0,33.3
Women,Straight (Heterosexual),1,Apostolic,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Apostolic Pentecostal,Normal,11.1,33.3
Women,Straight (Heterosexual),1,Apostolic Pentecostal,Normal,77.8,77.8
Women,Straight (Heterosexual),1,Apostolic Pentecostal,Normal,0.0,44.4
Women,Straight (Heterosexual),1,Armenian Apostolic,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Armenian Apostolic,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Assemblies of God,Normal,22.2,55.6
Women,Bisexual,3,"Athiest, Jewish",Short explanation,33.3,0.0
Women,Straight (Heterosexual),1,Bahai,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Bahai,Normal,0.0,0.0
Women,Queer/Questioning/Other,4,Bahai,Normal,88.9,33.3
Women,Straight (Heterosexual),1,Bahaii,Normal,0.0,33.3
Women,Straight (Heterosexual),1,Baha’i,Normal,55.6,11.1
Women,Straight (Heterosexual),1,Bahá’í,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Baptist,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Baptist,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Baptist,Normal,55.6,33.3
Women,Straight (Heterosexual),1,Baptist,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Baptist,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Baptist,Normal,22.2,44.4
Women,Bisexual,3,Baptist,Normal,33.3,11.1
Women,Straight (Heterosexual),1,Baptist Christian,Normal,0.0,0.0
Women,Gay/Lesbian,2,Baptist/ Pentecostal,Short explanation,100.0,0.0
Women,Straight (Heterosexual),1,Belief in a god,Short explanation,66.7,66.7
Women,Straight (Heterosexual),1,Believe in All,Joke,66.7,66.7
Women,Straight (Heterosexual),1,Believe in a Higher Being but not religious,Short explanation,66.7,11.1
Women,Straight (Heterosexual),1,Believe in god but not christian,Short explanation,11.1,22.2
Women,Straight (Heterosexual),1,Brazilian Catholic,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Buddhist/Agnostic,Short explanation,33.3,22.2
Women,Straight (Heterosexual),1,Byzantine Catholic,Normal,55.6,66.7
Women,Straight (Heterosexual),1,COGIC,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Candomblé,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Catholic,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Catholic,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Catholic,Normal,55.6,77.8
Women,Straight (Heterosexual),1,Catholic,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Catholic,Normal,0.0,11.1
Women,Straight (Heterosexual),1,Catholic,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Catholic,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Catholic,Normal,0.0,33.3
Women,Straight (Heterosexual),1,Catholic,Normal,22.2,11.1
Women,Bisexual,3,Catholic,Normal,66.7,0.0
Women,Straight (Heterosexual),1,Catholic / Christian,Short explanation,0.0,11.1
Women,Straight (Heterosexual),1,Catholic and Christian,Short explanation,11.1,0.0
Women,Straight (Heterosexual),1,Child of God,Normal,0.0,11.1
Women,Queer/Questioning/Other,4,Chinese,Other,33.3,22.2
Women,Straight (Heterosexual),1,Christ follower,Normal,22.2,11.1
Women,Bisexual,3,Christain,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Christian,Normal,0.0,11.1
Women,Straight (Heterosexual),1,Christian,Normal,22.2,77.8
Women,Straight (Heterosexual),1,Christian,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Christian,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Christian,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Christian,Normal,33.3,66.7
Women,Straight (Heterosexual),1,Christian,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Christian,Normal,11.1,22.2
Women,Straight (Heterosexual),1,Christian,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Christian,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Christian,Normal,66.7,22.2
Women,Straight (Heterosexual),1,Christian,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Christian,Normal,77.8,66.7
Women,Straight (Heterosexual),1,Christian,Normal,22.2,77.8
Women,Straight (Heterosexual),1,Christian,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Christian,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Christian,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Christian,Normal,11.1,22.2
Women,Queer/Questioning/Other,4,Christian,Normal,33.3,33.3
Women,Missing,99,Christian,Normal,11.1,55.6
Women,Straight (Heterosexual),1,Christian (Lutheran),Short explanation,11.1,77.8
Women,Straight (Heterosexual),1,Christian Baptist,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Christian C.O.G.I.C,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Christian Catholic,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Christian and Jewish,Short explanation,22.2,0.0
Women,Bisexual,3,Christian and Jewish,Short explanation,66.7,66.7
Women,Straight (Heterosexual),1,Christian and catholic,Short explanation,11.1,0.0
Women,Straight (Heterosexual),1,Christian practicing,Short explanation,0.0,88.9
Women,Straight (Heterosexual),1,Christian!,Joke,33.3,66.7
Women,Straight (Heterosexual),1,Christianity,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Christianity (but actually living what the Bible teaches),Long explanation,33.3,66.7
Women,Straight (Heterosexual),1,Church of Christ,Normal,22.2,44.4
Women,Straight (Heterosexual),1,Church of Christ,Normal,66.7,77.8
Women,Straight (Heterosexual),1,Church of Christ,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Coptic orthodox Christian,Normal,11.1,44.4
Women,Gay/Lesbian,2,Couldn't care either way,Other,77.8,11.1
Women,Straight (Heterosexual),1,Creator,Unusual,44.4,11.1
Women,Straight (Heterosexual),1,"Culturally Jewish, Religiously atheist",Short explanation,55.6,44.4
Women,Straight (Heterosexual),1,Deist,Unusual,44.4,11.1
Women,Straight (Heterosexual),1,Deist,Unusual,66.7,66.7
Women,Straight (Heterosexual),1,Deist,Unusual,55.6,44.4
Women,Straight (Heterosexual),1,Do not believe in milarchy,Joke,0.0,0.0
Women,Bisexual,3,Eclectic,Unusual,66.7,0.0
Women,Queer/Questioning/Other,4,Energy,Unusual,55.6,55.6
Women,Straight (Heterosexual),1,Episcopal,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Episcopal,Normal,11.1,11.1
Women,Straight (Heterosexual),1,Episcopal,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Episcopal,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Episcopal,Normal,22.2,11.1
Women,Bisexual,3,Episcopal,Normal,66.7,0.0
Women,Queer/Questioning/Other,4,Episcopal,Normal,66.7,44.4
Women,Straight (Heterosexual),1,Episcopalean,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Episcopalian,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Episcopalian,Normal,44.4,11.1
Women,Straight (Heterosexual),1,Episcopalian,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Episcopalian,Normal,44.4,55.6
Women,Straight (Heterosexual),1,Episcopalian,Normal,33.3,66.7
Women,Straight (Heterosexual),1,Episcopalian,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Episcopalian,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Episcopalian,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Episcopalian,Normal,44.4,55.6
Women,Straight (Heterosexual),1,Episcopalian,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Episcopalian,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Episcopalian,Normal,22.2,33.3
Women,Gay/Lesbian,2,Episcopalian,Normal,66.7,11.1
Women,Bisexual,3,Episcopalian,Normal,44.4,44.4
Women,Bisexual,3,Episcopalian,Normal,0.0,0.0
Women,Bisexual,3,Episcopalian,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Espiritualismo Trinitario Mariano,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Evangelical,Normal,100.0,100.0
Women,Bisexual,3,Evangelical,Normal,11.1,55.6
Women,Straight (Heterosexual),1,Everything,Joke,44.4,22.2
Women,Bisexual,3,Figuring it out but believe in god,Short explanation,55.6,55.6
Women,Straight (Heterosexual),1,Free Will Baptist,Normal,44.4,44.4
Women,Straight (Heterosexual),1,General belief in God,Short explanation,88.9,88.9
Women,Straight (Heterosexual),1,Greek Catholic Christian,Normal,11.1,11.1
Women,Straight (Heterosexual),1,Greek Orthodox,Normal,11.1,22.2
Women,Straight (Heterosexual),1,Greek Orthodox,Normal,22.2,0.0
Women,Bisexual,3,Grew up catholic and no longer religious,Long explanation,22.2,0.0
Women,Straight (Heterosexual),1,Half Catholic Half Jewish,Short explanation,11.1,0.0
Women,Straight (Heterosexual),1,Half christian half jewish,Short explanation,22.2,22.2
Women,Straight (Heterosexual),1,Hebrew Israelite,Normal,22.2,33.3
Women,Queer/Questioning/Other,4,Hellenic Pagan,Unusual,55.6,11.1
Women,Straight (Heterosexual),1,Hindu & Jewish,Short explanation,22.2,0.0
Women,Straight (Heterosexual),1,Hindu and catholic,Short explanation,44.4,11.1
Women,Queer/Questioning/Other,4,Hindu/buddhist,Short explanation,66.7,33.3
Women,Straight (Heterosexual),1,Hold anishinaabe beliefs,Unusual,55.6,0.0
Women,Straight (Heterosexual),1,Hoodoo,Unusual,77.8,22.2
Women,Queer/Questioning/Other,4,I believe in a God but don’t associate with a particular religion,Long explanation,77.8,11.1
Women,Missing,99,"I believe there is divine intervention, but not people’s version of God, which is all powerful, all knowing, and all loving.",Long explanation,66.7,66.7
Women,Straight (Heterosexual),1,I do also follow pagan/wiccan beliefs,Short explanation,44.4,77.8
Women,Straight (Heterosexual),1,I don’t know,Other,11.1,0.0
Women,Straight (Heterosexual),1,I forget,Joke,44.4,44.4
Women,Straight (Heterosexual),1,"I grew up attending a Lutheran Christian church, but I'm open to learning about other religions",Long explanation,77.8,33.3
Women,Missing,99,Independent,Other,33.3,44.4
Women,Gay/Lesbian,2,Interfaith,Short explanation,66.7,0.0
Women,Straight (Heterosexual),1,Interfaith (Jewish & Lutheran),Short explanation,44.4,11.1
Women,Straight (Heterosexual),1,It’s complicated,Other,66.7,66.7
Women,Straight (Heterosexual),1,Jain,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Jain,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Jain,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Jain,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Jain,Normal,0.0,22.2
Women,Straight (Heterosexual),1,Jain,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Jain,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Jain,Normal,22.2,33.3
Women,Straight (Heterosexual),1,Jain,Normal,44.4,22.2
Women,Straight (Heterosexual),1,Jain,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Jain,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Jain,Normal,0.0,0.0
Women,Missing,99,Jain,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Jainism,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Jainism,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Jainism,Normal,22.2,11.1
Women,Bisexual,3,Jehovahs Witness,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Jehovah’s Witness,Normal,33.3,33.3
Women,Gay/Lesbian,2,Jewish agnostic,Normal,66.7,0.0
Women,Straight (Heterosexual),1,Jewish and Christian,Short explanation,55.6,22.2
Women,Queer/Questioning/Other,4,Jewish and Christian,Short explanation,66.7,11.1
Women,Bisexual,3,Lakota spiritual beliefs,Normal,22.2,88.9
Women,Missing,99,Lover of Jesus Christ,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Lutheran,Normal,44.4,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Lutheran,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,55.6,11.1
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,44.4
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,0.0,44.4
Women,Straight (Heterosexual),1,Lutheran,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,44.4,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,11.1
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,55.6,44.4
Women,Straight (Heterosexual),1,Lutheran,Normal,0.0,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,33.3
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,0.0,11.1
Women,Straight (Heterosexual),1,Lutheran,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,55.6,55.6
Women,Straight (Heterosexual),1,Lutheran,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,22.2
Women,Straight (Heterosexual),1,Lutheran,Normal,22.2,66.7
Women,Straight (Heterosexual),1,Lutheran,Normal,11.1,66.7
Women,Bisexual,3,Lutheran,Normal,33.3,22.2
Women,Bisexual,3,Lutheran,Normal,33.3,33.3
Women,Queer/Questioning/Other,4,Lutheran,Normal,33.3,33.3
Women,Queer/Questioning/Other,4,Lutheran,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Lutheran (Christian),Short explanation,22.2,44.4
Women,Straight (Heterosexual),1,Lutheran Christian,Normal,66.7,0.0
Women,Straight (Heterosexual),1,Lutheran Christian,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Lutheran Christian,Normal,22.2,0.0
Women,Bisexual,3,Lutheran Christian,Normal,66.7,55.6
Women,Straight (Heterosexual),1,Lutheran/ christian,Short explanation,22.2,22.2
Women,Straight (Heterosexual),1,Lutheran/Christian,Short explanation,0.0,55.6
Women,Straight (Heterosexual),1,Luthern,Normal,44.4,44.4
Women,Straight (Heterosexual),1,Mennonite,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Messianic,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Methodist,Normal,11.1,11.1
Women,Straight (Heterosexual),1,Methodist,Normal,33.3,11.1
Women,Bisexual,3,Methodist,Normal,77.8,33.3
Women,Bisexual,3,Methodist Christian,Normal,33.3,11.1
Women,Queer/Questioning/Other,4,Methodist Christian,Normal,33.3,33.3
Women,Queer/Questioning/Other,4,Methodist Christian,Normal,55.6,66.7
Women,Straight (Heterosexual),1,Methodist Episcopalian,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Moravian,Normal,33.3,33.3
Women,Queer/Questioning/Other,4,Multiple of the above,Other,55.6,100.0
Women,Gay/Lesbian,2,My native traditions,Unusual,33.3,11.1
Women,Bisexual,3,My tribe’s traditional beliefs.,Unusual,44.4,11.1
Women,Straight (Heterosexual),1,N/A,Other,44.4,0.0
Women,Straight (Heterosexual),1,N/A,Other,33.3,0.0
Women,Straight (Heterosexual),1,N/A,Other,55.6,44.4
Women,Missing,99,N/A,Other,55.6,0.0
Women,Straight (Heterosexual),1,Native American Spiritual,Normal,44.4,0.0
Women,Gay/Lesbian,2,Naturalistic Pagan,Unusual,100.0,44.4
Women,Bisexual,3,Navajo Traditional,Unusual,33.3,0.0
Women,Straight (Heterosexual),1,Nazzarine,Normal,33.3,44.4
Women,Straight (Heterosexual),1,No say,Other,0.0,0.0
Women,Queer/Questioning/Other,4,Non denomination,Normal,44.4,22.2
Women,Straight (Heterosexual),1,Non denominational,Normal,66.7,55.6
Women,Straight (Heterosexual),1,Non denominational Christian,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Non denominational Christian,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Non denominational christian,Normal,66.7,44.4
Women,Bisexual,3,Non-Believer in anything,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Non-Denom,Normal,66.7,66.7
Women,Missing,99,Non-Denominational,Normal,33.3,11.1
Women,Queer/Questioning/Other,4,Non-Denominational/Full Gospel,Short explanation,55.6,33.3
Women,Straight (Heterosexual),1,Non-denominational,Normal,77.8,66.7
Women,Straight (Heterosexual),1,Non-denominational Christian,Normal,22.2,33.3
Women,Straight (Heterosexual),1,Non-denominational Christian,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Non-denominational christian,Normal,11.1,55.6
Women,Queer/Questioning/Other,4,"Non-practicing, questioning Catholic",Short explanation,44.4,44.4
Women,Queer/Questioning/Other,4,Non-religious,Normal,22.2,66.7
Women,Queer/Questioning/Other,4,Non-specific religion,Other,33.3,0.0
Women,Straight (Heterosexual),1,Nondenominational,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Nondenominational Christian,Normal,22.2,55.6
Women,Straight (Heterosexual),1,Nondenominational Christian,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Nondenominational Christian,Normal,22.2,11.1
Women,Bisexual,3,Nondenominational Christian,Normal,22.2,33.3
Women,Bisexual,3,Nondenominational Christian,Normal,0.0,0.0
Women,Queer/Questioning/Other,4,Nondenominational Christian,Normal,66.7,66.7
Women,Straight (Heterosexual),1,None,Other,44.4,44.4
Women,Straight (Heterosexual),1,None,Other,22.2,11.1
Women,Straight (Heterosexual),1,Not sure,Other,33.3,22.2
Women,Straight (Heterosexual),1,Not sure,Other,33.3,0.0
Women,Gay/Lesbian,2,Omnism,Unusual,66.7,55.6
Women,Bisexual,3,Omnism,Unusual,44.4,11.1
Women,Bisexual,3,Omnist,Unusual,33.3,11.1
Women,Straight (Heterosexual),1,Other,Other,66.7,33.3
Women,Straight (Heterosexual),1,Other,Other,33.3,44.4
Women,Bisexual,3,Other,Other,11.1,0.0
Women,Queer/Questioning/Other,4,Other,Other,55.6,22.2
Women,Straight (Heterosexual),1,Paegan,Unusual,11.1,44.4
Women,Straight (Heterosexual),1,Pagan,Unusual,88.9,44.4
Women,Straight (Heterosexual),1,Pagan,Unusual,33.3,33.3
Women,Gay/Lesbian,2,Pagan,Unusual,33.3,11.1
Women,Gay/Lesbian,2,Pagan,Unusual,44.4,11.1
Women,Gay/Lesbian,2,Pagan,Unusual,55.6,44.4
Women,Gay/Lesbian,2,Pagan,Unusual,44.4,55.6
Women,Gay/Lesbian,2,Pagan,Unusual,44.4,11.1
Women,Bisexual,3,Pagan,Unusual,44.4,33.3
Women,Bisexual,3,Pagan,Unusual,44.4,11.1
Women,Bisexual,3,Pagan,Unusual,100.0,0.0
Women,Bisexual,3,Pagan,Unusual,33.3,33.3
Women,Bisexual,3,Pagan,Unusual,55.6,0.0
Women,Bisexual,3,Pagan,Unusual,33.3,33.3
