surveyyear,surveymonth,survey,caseid,weight,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote20post,turnout24post,presvote24post,inputstate,urbancity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,tracker,firstamend,secure,losejob,scmonth,mostoffensive,comspeech,tchcollege,keeplib,fired,colpol,shoutdown_gp,violence_gp,confbiden,conftrump,encterrifying,encintimidating,encthreatening,encharassing,encannoying,encdisturbing,encindecent,gtrustterrifying,gtrustintimidating,gtrustthreatening,gtrustharassing,gtrustannoying,gtrustdisturbing,gtrustindecent,stdntipcprotests,colipcprotests,censorhamas,ballotrght,criticizerght,speekfreelyrght,profanityrght,parodyrght,ballotimpt,criticizeimpt,speekfreelyimpt,profanityimpt,pardoyimpt,wordsviolence,confharris,offendtrans,offendabortion,offendblm,offendillegalimmig,offendchurch,offendpolice,offend911,offendchildren,ballotselfie,confsupcrt,confnewsom,rescindfunds_antisem,rescindfunds_propalestine,rescindfunds_dei,deportstdnt_propalestine,deportforeign_propalestine,deportforeign_tattoo,ps_preventbook,ps_preventsexidbook,ps_preventgenderidbook,ps_preventraceidbook,consequences,wordsviolence_matrix,silenceviolence,polviol_prog,polviol_cons,polviol_allgrps,punchnazi,biblethumpers,maga_prof,indoctrinate,jawbone_socmedia,jawbone_video,jawbone_tech,jawbone_prvtbroadcast,jawbone_banks,govtreg_ai,daily_ai,expressreg_ai,socmedia_ai,govtcrit_ai,parody_ai,account_ai
2024,April,2,1545377200,0.969356682,1961,2,3,1,2,3,1,4,2,3,4,6,98,98,48,98,1,3,4,2,6,2,3,7,2,5,4,4,2,98,98,98,98,98,1,4,4,3,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1542557710,1.261225275,1984,1,2,2,2,5,4,1,2,1,2,6,98,98,48,98,2,5,3,6,6,2,1,7,2,5,1,5,1,98,98,98,98,98,2,1,4,1,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545444520,1.432495966,1989,1,1,2,2,5,6,5,2,2,7,2,98,98,37,98,1,3,1,1,5,2,3,4,2,1,3,2,2,98,98,98,98,98,1,4,4,2,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545456650,0.868356959,1988,1,1,2,99,1,1,10,1,1,1,1,98,98,48,98,1,1,1,11,7,2,4,8,1,1,5,3,3,98,98,98,98,98,3,2,2,99,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545442202,1.190344064,1997,2,1,2,2,5,2,2,2,2,7,2,98,98,18,98,1,3,1,1,5,1,2,8,2,5,1,1,4,98,98,98,98,98,1,2,4,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545453406,0.917870432,2002,1,1,2,2,5,8,3,2,1,1,1,98,98,36,98,1,3,2,2,3,1,2,3,1,99,4,3,3,98,98,98,98,98,3,2,1,5,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545453566,1.498533014,1981,1,1,2,2,3,6,1,2,2,7,2,98,98,26,98,1,4,1,1,2,1,1,3,2,5,1,5,4,98,98,98,98,98,1,4,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545406852,1.731405716,1999,1,1,2,2,5,1,14,2,2,7,2,98,98,36,98,2,3,1,1,1,1,1,1,1,2,5,5,5,98,98,98,98,98,3,1,1,5,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545460494,0.764637825,1997,1,1,2,2,5,2,97,2,1,2,1,98,98,30,98,1,3,1,2,2,1,2,2,1,1,5,4,4,98,98,98,98,98,4,2,4,5,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545460768,0.702417322,1991,1,1,2,2,1,1,11,1,1,1,1,98,98,6,98,1,2,3,5,2,2,1,1,1,2,4,4,2,98,98,98,98,98,2,4,4,99,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545008442,0.963117884,1995,1,2,2,2,5,9,97,2,1,2,6,98,98,12,98,1,3,2,11,4,1,1,2,2,5,1,2,3,98,98,98,98,98,3,4,4,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1541639852,1.219707281,1990,1,1,2,2,5,4,3,2,2,7,2,98,98,32,98,1,5,1,2,1,2,1,2,1,1,4,3,5,98,98,98,98,98,1,4,4,2,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545521894,0.582932185,1994,2,3,1,99,1,7,3,2,2,7,2,98,98,6,98,1,5,2,1,2,1,1,1,1,2,4,5,1,98,98,98,98,98,1,3,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545382120,0.727252472,1977,2,3,1,2,1,7,2,1,1,1,1,98,98,36,98,3,4,3,2,3,1,2,4,1,99,3,5,3,98,98,98,98,98,3,4,4,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1543628746,1.305221322,1974,2,1,2,3,1,8,6,1,2,7,2,98,98,29,98,1,5,2,1,3,1,2,1,2,4,3,3,3,98,98,98,98,98,3,4,4,1,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545648974,1.820585905,2000,2,1,2,3,1,1,13,1,2,6,2,98,98,1,98,1,4,3,9,6,2,2,2,1,99,3,4,3,98,98,98,98,98,4,4,4,3,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545614604,0.91116618,1980,2,1,2,99,5,2,3,2,1,1,1,98,98,26,98,1,2,1,2,4,2,2,1,2,2,3,4,3,98,98,98,98,98,2,2,3,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1542557486,0.965997806,1999,1,1,2,3,99,1,9,2,1,2,1,98,98,12,98,1,2,1,1,3,1,3,4,1,2,4,2,3,98,98,98,98,98,3,3,2,3,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1544027220,0.605379845,1982,2,1,2,2,1,1,10,1,1,2,1,98,98,53,98,1,3,1,1,2,1,1,4,1,2,3,2,3,98,98,98,98,98,3,2,2,99,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1543720460,1.397774985,1995,1,1,2,99,5,8,1,2,2,6,6,98,98,48,98,1,5,1,2,2,1,1,3,1,2,5,1,3,98,98,98,98,98,5,3,4,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545657354,0.846696658,1962,2,1,2,2,4,2,1,2,3,5,6,98,98,1,98,1,3,1,1,5,2,3,3,2,5,3,5,1,98,98,98,98,98,1,3,4,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545659894,1.28670859,2002,1,1,2,99,5,2,3,2,1,2,6,98,98,48,98,1,2,1,6,1,2,1,1,1,99,4,4,2,98,98,98,98,98,4,2,4,99,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1541693418,1.057366593,1959,2,1,2,2,4,5,11,2,2,7,2,98,98,23,98,1,4,4,1,6,2,4,7,2,2,1,4,2,98,98,98,98,98,1,4,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545657422,0.943360658,1988,2,1,2,3,1,1,9,2,3,5,6,98,98,5,98,2,3,3,12,5,1,1,1,2,5,1,4,2,98,98,98,98,98,2,4,4,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1543090040,0.705195723,1981,2,1,2,2,99,9,5,1,5,4,6,98,98,4,98,2,6,4,12,2,2,2,2,2,99,3,4,2,98,98,98,98,98,2,2,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1544019584,0.97568288,1975,2,1,2,3,1,7,10,2,2,7,2,98,98,54,98,1,5,1,1,1,1,1,3,2,5,3,5,2,98,98,98,98,98,2,4,4,2,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545501714,1.217132017,1967,2,1,2,3,99,1,5,2,3,5,2,98,98,13,98,1,3,1,11,5,2,2,5,2,1,1,4,3,98,98,98,98,98,1,4,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545658134,0.791205033,1962,2,1,2,3,3,5,1,2,3,3,1,98,98,18,98,1,3,1,1,5,1,3,3,2,5,3,2,5,98,98,98,98,98,2,4,4,99,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545661954,0.590067213,1975,1,1,2,2,1,1,10,1,2,7,1,98,98,36,98,1,2,2,9,3,1,2,5,1,4,3,3,3,98,98,98,98,98,3,2,3,2,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545582376,0.626735077,1971,2,1,2,99,99,6,2,2,1,1,1,98,98,6,98,1,1,1,9,6,2,4,7,2,5,3,5,3,98,98,98,98,98,1,3,4,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1544560944,0.645238421,1974,2,1,2,3,3,6,8,2,1,2,1,98,98,24,98,1,2,2,11,6,2,3,6,2,4,1,3,3,98,98,98,98,98,2,3,4,2,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545642444,0.700934252,1969,2,1,2,3,1,6,5,2,1,1,1,98,98,51,98,1,2,1,1,6,1,2,3,1,2,3,5,1,98,98,98,98,98,3,4,4,99,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545540736,0.745683752,1991,1,1,2,99,5,6,8,1,4,3,1,98,98,53,98,1,1,4,10,5,2,3,7,2,5,3,5,2,98,98,98,98,98,1,4,4,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545740530,1.311893937,1985,1,3,1,2,1,1,2,1,3,4,6,98,98,36,98,2,3,2,11,1,1,1,2,2,2,1,4,2,98,98,98,98,98,3,4,3,1,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1544140504,1.264395197,1980,2,3,1,2,3,4,3,1,4,4,6,98,98,35,98,2,6,4,11,6,2,4,7,2,5,3,3,2,98,98,98,98,98,1,4,4,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545887366,0.36048911,1990,1,2,2,6,5,2,3,1,1,2,1,98,98,6,98,1,2,1,1,2,1,1,1,1,1,4,2,4,98,98,98,98,98,4,3,3,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545894348,0.303878097,1968,1,3,1,6,1,9,11,1,2,7,2,98,98,48,98,1,4,2,2,2,1,2,2,1,99,5,4,5,98,98,98,98,98,5,1,2,5,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545910530,0.71951089,1991,1,2,2,6,5,1,10,2,2,7,2,98,98,36,98,1,4,1,2,2,1,1,1,1,1,5,5,5,98,98,98,98,98,5,4,4,3,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545779950,0.130144772,1991,2,2,2,6,1,1,13,1,1,2,2,98,98,6,98,1,2,1,9,5,2,2,6,1,5,5,4,2,98,98,98,98,98,4,4,4,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1542954724,0.953989774,1999,1,4,2,2,5,1,1,2,2,6,6,98,98,36,98,1,3,2,11,1,2,1,1,1,2,3,4,2,98,98,98,98,98,4,4,4,3,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545894014,1.879710456,1986,2,2,2,6,3,1,13,1,2,6,6,98,98,48,98,1,4,3,2,4,2,2,4,1,4,3,2,4,98,98,98,98,98,3,1,4,2,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545986008,0.435427063,1961,1,1,2,2,1,2,4,2,1,1,1,98,98,34,98,1,2,1,10,6,2,4,6,1,2,5,3,4,98,98,98,98,98,3,4,4,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1544966618,0.592575468,1967,1,1,2,2,3,2,2,2,2,6,5,98,98,36,98,1,4,3,11,1,2,2,1,2,5,3,2,4,98,98,98,98,98,1,4,4,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545096786,0.88348617,1969,1,1,2,2,1,1,11,2,2,7,2,98,98,4,98,1,4,1,11,6,2,4,8,2,5,1,3,3,98,98,98,98,98,1,4,4,1,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545985834,1.024617779,1964,1,1,2,2,1,1,5,1,2,7,2,98,98,34,98,1,4,2,1,1,1,1,1,1,5,1,1,4,98,98,98,98,98,1,4,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545237398,0.986632407,1971,1,1,2,2,3,6,3,2,2,7,2,98,98,21,98,1,5,1,11,5,2,2,3,2,1,1,2,1,98,98,98,98,98,1,3,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1546001552,0.687358323,1960,1,1,2,2,5,5,97,2,2,7,6,98,98,42,98,1,3,1,11,6,2,3,3,2,5,3,1,5,98,98,98,98,98,1,3,4,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1542442670,0.97341179,1968,1,1,2,2,5,2,8,2,2,6,2,98,98,9,98,1,3,3,2,4,2,2,6,2,5,3,3,2,98,98,98,98,98,2,4,4,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1546097074,0.944937731,2003,2,3,1,2,5,4,3,2,3,4,6,98,98,48,98,3,3,7,2,2,1,1,8,1,99,3,4,2,98,98,98,98,98,3,4,4,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545308786,0.888516314,1979,2,3,1,2,5,4,2,2,2,7,6,98,98,48,98,1,5,4,6,6,1,1,3,2,4,3,3,3,98,98,98,98,98,2,2,3,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1546097278,1.387953191,1988,2,3,1,2,99,2,6,1,1,1,1,98,98,12,98,1,2,1,11,5,2,3,5,2,99,3,4,3,98,98,98,98,98,2,3,4,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545887194,0.97608332,1980,2,3,1,99,99,4,2,2,1,1,1,98,98,45,98,1,2,1,12,6,2,2,1,2,99,1,1,5,98,98,98,98,98,5,4,4,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1546122602,2.557818402,1996,2,3,1,99,5,8,97,2,1,2,1,98,98,6,98,1,3,3,2,4,2,2,3,1,5,4,3,2,98,98,98,98,98,3,2,4,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2024,April,2,1545501298,0.925748173,1991,1,1,2,99,5,7,97,1,1,1,1,98,98,53,98,1,1,3,11,6,2,4,7,1,5,4,5,2,98,98,98,98,98,4,2,3,99,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
